h3_9,rec_win_start,rec_peak_hour,window_capture,rec_window,dom_location
89618925eb7ffff,7,7,0.3,07:00–09:00,"20th Main Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
89618925ebbffff,10,11,0.374,10:00–12:00,"20th Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
89618925ec7ffff,5,6,0.6,05:00–07:00,"Ejipura Main Road, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)"
89618925ed7ffff,3,4,1.0,03:00–05:00,"Ejipura Main Road, Anjaneya Swamy Extension, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)"
8961892600fffff,11,12,1.0,11:00–13:00,"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
8961892601bffff,10,11,1.0,10:00–12:00,
8961892602bffff,11,12,0.485,11:00–13:00,"Neeladri Road, Concord Silicon Valley, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926043ffff,9,10,1.0,09:00–11:00,"4th Cross Road, Venkateshwara Techno Park, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
8961892604bffff,6,6,0.938,06:00–08:00,"1st Main Road, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926053ffff,5,6,1.0,05:00–07:00,"4th Cross Road, Venkateshwara Techno Park, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926057ffff,6,11,0.417,06:00–08:00,"2nd Cross Road, KSSIDC Complex, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
8961892605bffff,6,7,1.0,06:00–08:00,"1st Main Road, Infosys Bangalore Campus, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926077ffff,11,11,1.0,11:00–13:00,"Neeladri Road, Concorde Cuppertino, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
8961892607bffff,5,6,1.0,05:00–07:00,"Unnamed Road, 360 Degree Business Park, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
8961892614bffff,1,2,1.0,01:00–03:00,"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
8961892620fffff,11,12,0.8,11:00–13:00,"Hosur Road, Oracle Ridge, Beretana Agarhara, Bengaluru, Karnataka. Pin-560100 (India)"
89618926213ffff,7,8,0.902,07:00–09:00,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926217ffff,7,8,0.422,07:00–09:00,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
8961892623bffff,4,5,1.0,04:00–06:00,"Hosur Road, Oracle Ridge, Beretana Agarhara, Bengaluru, Karnataka. Pin-560100 (India)"
89618926267ffff,5,6,0.923,05:00–07:00,"Hosur Road, Salarpuria Symphony Commercial Building, Pragathi Nagar, Chikkathoguru, Bengaluru, Karnataka. Pin-560100 (India)"
8961892626bffff,10,11,0.917,10:00–12:00,"Doddanagamangala Road, Vinayaka Nagar, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)"
89618926277ffff,5,6,0.667,05:00–07:00,"Hosur Road, Oracle Ridge, Beretana Agarhara, Bengaluru, Karnataka. Pin-560100 (India)"
8961892628fffff,11,12,0.857,11:00–13:00,"Kaviraja Marga Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926293ffff,5,6,1.0,05:00–07:00,"1st C Cross Road, Paramount Raghavendra Akash, Sri Raja Rajeshwari Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
896189262a7ffff,11,12,0.867,11:00–13:00,"Road Number 1, Salarpuria Infozone, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
896189262abffff,10,10,0.925,10:00–12:00,"Hewlett Packard Avenue, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
896189262b7ffff,11,12,1.0,11:00–13:00,"Road Number 1, SJR Equinox, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)"
896189262cbffff,5,6,0.8,05:00–07:00,"1st Main Road, Aswani Aaeesha, Doddanagamangala, Bengaluru, Karnataka. Pin-560100 (India)"
896189262d3ffff,5,6,1.0,05:00–07:00,"FNFI Road, KIADB Layout, Phase 2, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
896189262dbffff,8,9,0.833,08:00–10:00,"1st Main Road, Aswani Aaeesha, Doddanagamangala, Bengaluru, Karnataka. Pin-560100 (India)"
89618926343ffff,7,7,0.75,07:00–09:00,"Neeladri Road, Elite Greenwoods, Vittasandra, Bengaluru, Karnataka. Pin-560068 (India)"
8961892634bffff,8,9,1.0,08:00–10:00,"Neeladri Road, Elite Greenwoods, Vittasandra, Bengaluru, Karnataka. Pin-560068 (India)"
89618926383ffff,11,12,0.6,11:00–13:00,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)"
89618926387ffff,12,13,0.544,12:00–14:00,"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
8961892638bffff,7,8,1.0,07:00–09:00,"Battadasanapura Main Road, ALPS Optima, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
89618926393ffff,12,12,0.565,12:00–14:00,"Neeladri Road, Genesis Eco Sphere, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926397ffff,12,12,0.651,12:00–14:00,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)"
8961892639bffff,13,14,1.0,13:00–15:00,"3rd Cross Road, Ajmera Villows, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)"
896189263a3ffff,5,6,1.0,05:00–07:00,"Battadasanapura Main Road, Inderlok Enclave, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
896189263b3ffff,5,5,0.625,05:00–07:00,"Battadasanapura Main Road, ALPS Optima, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
896189263bbffff,1,2,1.0,01:00–03:00,"Battadasanapura Main Road, ALPS Optima, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
896189263c3ffff,1,2,1.0,01:00–03:00,"Bettadasanapura Main Road, Vinayaka Layout, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)"
89618926443ffff,2,2,0.818,02:00–04:00,"Hosur Road, Mahendra Aarya Homes, Ananath Nagar Phase 1, Kammasandra Anekal Taluka, Bengaluru, Karnataka. Pin-560100 (India)"
8961892644bffff,2,7,0.5,02:00–04:00,"Hosur Road, Mahendra Aarya Homes, Ananath Nagar Phase 1, Kammasandra Anekal Taluka, Bengaluru, Karnataka. Pin-560100 (India)"
89618926453ffff,2,14,0.341,02:00–04:00,"Hosur Road, Hebbagodi, Bengaluru, Karnataka. Pin-560099 (India)"
896189264cbffff,6,7,0.64,06:00–08:00,"1st A Cross Road, Vidyanagar, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)"
896189264d3ffff,8,9,0.655,08:00–10:00,"Hosur Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)"
896189264dbffff,9,9,0.545,09:00–11:00,"Hosur Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)"
89618926607ffff,7,7,0.459,07:00–09:00,"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
8961892660bffff,10,11,1.0,10:00–12:00,"Joggers Lane, Gold Hill Supreme Park, Phase 2, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
8961892662bffff,10,11,0.615,10:00–12:00,"Electronics City Phase 2 Road, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926633ffff,10,8,0.334,10:00–12:00,"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
89618926687ffff,12,13,1.0,12:00–14:00,"Anantha Nagar Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
896189266abffff,8,9,0.411,08:00–10:00,"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India)"
896189266b3ffff,11,12,0.578,11:00–13:00,"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
896189266bbffff,10,11,0.553,10:00–12:00,"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
896189266c3ffff,6,7,0.609,06:00–08:00,"Huskur Main Road, Inspira Tropical Garden, Gulimangala, Bengaluru, Karnataka. Pin-560099 (India)"
896189266c7ffff,5,3,0.5,05:00–07:00,"2nd Cross Street, GPR Royale Layout, Ananath Nagar Phase 1, Kammasandra Anekal Taluka, Bengaluru, Karnataka. Pin-560100 (India)"
89618926acbffff,5,6,1.0,05:00–07:00,"Begur Koppa Road, Mahaveer Ridge, Yelenahalli, Bengaluru, Karnataka. Pin-560068 (India)"
89618926b1bffff,7,12,0.548,07:00–09:00,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)"
89618926b43ffff,8,9,0.383,08:00–10:00,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)"
89618926b4bffff,12,13,0.857,12:00–14:00,"Bannerghatta Main Road, Solaris, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)"
89618926b53ffff,9,9,0.909,09:00–11:00,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)"
89618926b57ffff,9,9,0.325,09:00–11:00,"Bannerghatta Main Road, Hexa Skyline, Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)"
89618926b83ffff,2,3,1.0,02:00–04:00,"Bannerghatta Main Road, Prestige Park Square, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)"
89618926b8bffff,12,13,1.0,12:00–14:00,"Bannerghatta Main Road, Prestige Park Square, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)"
89618926bc7ffff,11,11,0.35,11:00–13:00,"SH 87, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)"
89618926bcfffff,7,8,0.588,07:00–09:00,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)"
89618927113ffff,10,11,0.756,10:00–12:00,"Amrutha College Road, Balaji Layout, Naganathapura, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)"
8961892711bffff,10,11,1.0,10:00–12:00,"1st Cross Road, Sri Venkateshwara Layout, Parappana Agrahara, Bengaluru, Karnataka. Pin-560068 (India)"
89618927143ffff,10,10,0.692,10:00–12:00,"Amrutha College Road, Choodasandra Circle, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892714fffff,2,3,1.0,02:00–04:00,"Silver County Road, Choodasandra Circle, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892716bffff,1,2,1.0,01:00–03:00,"Hosa Road, Manjunatha Nagar, Parappana Agrahara, Bengaluru, Karnataka. Pin-560100 (India)"
8961892717bffff,5,6,0.941,05:00–07:00,"Silver County Road, SNN Raj Etternia, Parappana Agrahara, Bengaluru, Karnataka. Pin-560035 (India)"
8961892718fffff,10,11,0.512,10:00–12:00,"Amrutha College Road, Rayasandra Circle, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)"
896189271bbffff,11,12,1.0,11:00–13:00,
89618927207ffff,8,9,0.357,08:00–10:00,"Sarjapura Main Road, August Grand, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927213ffff,7,7,0.58,07:00–09:00,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927217ffff,7,13,0.386,07:00–09:00,"Chikkanayakana Halli Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892721bffff,6,7,0.786,06:00–08:00,"Gear School Road, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927223ffff,9,10,0.475,09:00–11:00,"Sarjapura Main Road, Saket Callipolis, Halanayakana Halli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927227ffff,10,11,0.496,10:00–12:00,"Sarjapura Main Road, Sattva Senorita, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892722fffff,8,9,0.625,08:00–10:00,"Sarjapura Main Road, Sattva Senorita, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927233ffff,9,10,0.884,09:00–11:00,"Sarjapura Main Road, DSR Woodwinds, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927243ffff,10,11,0.533,10:00–12:00,"Gear School Road, AET Junction, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892724fffff,0,1,1.0,00:00–02:00,
89618927257ffff,7,8,0.396,07:00–09:00,"Gear School Road, AET Junction, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927267ffff,5,6,0.522,05:00–07:00,"Bellandur Doddakannelli Road, Vars Parkwood, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
8961892728bffff,10,10,0.563,10:00–12:00,"Sarjapura Main Road, SJR Palazza City, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892728fffff,7,7,0.658,07:00–09:00,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892729bffff,8,8,0.476,08:00–10:00,"Sarjapura Main Road, VRR Fortuna, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
896189272a7ffff,6,7,0.778,06:00–08:00,"1st Main Road, Halanayakana Halli, Bengaluru, Karnataka. Pin-560035 (India)"
896189272b7ffff,6,7,1.0,06:00–08:00,"1st Main Road, Halanayakana Halli, Bengaluru, Karnataka. Pin-560035 (India)"
896189272d3ffff,11,12,1.0,11:00–13:00,"Chikkabellanduru Road, Joval Farms, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892730bffff,11,11,0.5,11:00–13:00,"Amrutha College Road, Bhuvana Greens, Haralur, Bengaluru, Karnataka. Pin-560035 (India)"
89618927313ffff,10,10,0.365,10:00–12:00,"Amrutha College Road, Kristal Jasper Villa, Haralur, Bengaluru, Karnataka. Pin-560035 (India)"
8961892731bffff,10,11,0.408,10:00–12:00,"Amrutha College Road, Tulasi Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927327ffff,10,11,0.519,10:00–12:00,"Sri Dinne Anjaneya Swamy Temple Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)"
89618927343ffff,12,13,0.462,12:00–14:00,"Amrutha College Road, Chowdappa Layout, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927347ffff,10,11,0.591,10:00–12:00,"Amrutha College Road, CNB Circle, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892734bffff,9,9,0.385,09:00–11:00,"Sarjapura Main Road, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892734fffff,6,7,0.5,06:00–08:00,"Amrutha College Road, Chowdappa Layout, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927353ffff,12,13,0.686,12:00–14:00,"4th Cross Road, HNR Industrial Area, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927357ffff,7,7,0.466,07:00–09:00,"Amrutha College Road, Oceanus Monarda, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892735bffff,9,9,0.621,09:00–11:00,"Sarjapura Main Road, Jain Heights, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892736fffff,6,7,0.859,06:00–08:00,"Haralur Road, Alaya Villament, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)"
89618927383ffff,5,6,0.545,05:00–07:00,"Amrita College Road, Klassik Landmark, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)"
89618927387ffff,9,9,0.635,09:00–11:00,"Amrita College Road, Bhuvi Colony, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)"
8961892738fffff,10,10,0.443,10:00–12:00,"Amrutha College Road, Azalea, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)"
896189273b7ffff,2,2,1.0,02:00–04:00,"Silver County Road, Iconest 5, DRB Sanidhi Layout, Parappana Agrahara, Bengaluru, Karnataka. Pin-560068 (India)"
89618927663ffff,6,7,0.621,06:00–08:00,"Sarjapura Main Road, Bren Champions Square, Ambedkar Nagar, Chikkabellandur, Bengaluru, Karnataka. Pin-560035 (India)"
89618927667ffff,11,11,0.439,11:00–13:00,"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)"
8961892766fffff,10,11,0.518,10:00–12:00,"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)"
89618927673ffff,8,8,0.423,08:00–10:00,"Sarjapura Main Road, East Park Residences, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)"
896189276c3ffff,10,11,0.375,10:00–12:00,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)"
8961892a947ffff,5,6,1.0,05:00–07:00,"Whitefield Main Road, Subhash Nagar, Sannatammanahalli, Bengaluru, Karnataka. Pin-560049 (India)"
8961892ab13ffff,2,3,1.0,02:00–04:00,"MBT Road, Dream City, Huskur South Taluka, Bengaluru, Karnataka. Pin-560049 (India)"
8961892ab8fffff,7,8,1.0,07:00–09:00,"MBT Road, SBR Keerthi Prime, Katamnallur, Bengaluru, Karnataka. Pin-560049 (India)"
8961892aba3ffff,10,13,0.474,10:00–12:00,"MBT Road, Bridge Signature Tower, Sannatammanahalli, Bengaluru, Karnataka. Pin-560049 (India)"
8961892abb3ffff,5,6,1.0,05:00–07:00,"Whitefield Main Road, SBR Magnus, Katamnallur, Bengaluru, Karnataka. Pin-560049 (India)"
8961892abbbffff,10,10,0.819,10:00–12:00,"MBT Road, Brigade Golden Triangle, Sannatammanahalli, Bengaluru, Karnataka. Pin-560049 (India)"
8961892c087ffff,4,5,1.0,04:00–06:00,"K Muniswamappa Main Road, Gowdara Patel Hanumanthaiah Circle, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c09bffff,4,5,1.0,04:00–06:00,"Old Mission Road, C Pillappa Farms, Kalkere South Taluka, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c103ffff,13,14,0.857,13:00–15:00,"Hennuru Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c10bffff,3,4,1.0,03:00–05:00,
8961892c14bffff,7,8,0.465,07:00–09:00,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c14fffff,7,8,0.833,07:00–09:00,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c1abffff,13,11,0.462,13:00–15:00,"HDFC Bank, 487/31/1, Hennuru - Bagaluru Road, Hennur, HBR Layout, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560043, India"
8961892c1afffff,11,12,0.3,11:00–13:00,"Hennur Main Road, Maruthi Layout, Block 4 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c1b7ffff,0,1,1.0,00:00–02:00,"5th A Cross Road, Vasthav Sneha Enclave, Chelekere, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c30bffff,7,8,1.0,07:00–09:00,"Kothanur Main Road, M Nanjappa Layout, K Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India"
8961892c313ffff,7,8,0.606,07:00–09:00,"Hennur Main Road, Muninanjappa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c31bffff,11,11,0.486,11:00–13:00,"Hennur Main Road, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c34bffff,2,3,1.0,02:00–04:00,"Hennur Main Road, Pride Pegasus, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c357ffff,11,12,0.888,11:00–13:00,"Hennur Main Road, Arge Helios, Sangam Enclave, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c377ffff,5,6,0.857,05:00–07:00,"K Narayanapura Main Road, Gowdas Sri A Hanumanthagowda Circle, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c387ffff,12,13,0.6,12:00–14:00,"Hennur Main Road, Basavanna Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c38bffff,8,9,0.455,08:00–10:00,"Byrathi Main Road, Hoodi, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c38fffff,9,10,0.938,09:00–11:00,"Hennur Main Road, Atel Munishamappa Garden, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c3b3ffff,9,10,1.0,09:00–11:00,"Hennur Main Road, Basavanna Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c3bbffff,9,10,0.545,09:00–11:00,"Hennur Main Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c3c7ffff,10,11,0.619,10:00–12:00,"Doddagubbi Road, Chikka Aneppa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c3cfffff,11,12,0.947,11:00–13:00,"Hennur Main Road, Patel Ramaiah Nagar, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892c493ffff,14,15,1.0,14:00–16:00,"TC Palya Main Road, Aneppa Circle, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
8961892c4b3ffff,10,11,0.596,10:00–12:00,"TC Palya Main Road, Kowdenahalli Extension, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
8961892c4b7ffff,10,8,0.419,10:00–12:00,"TC Palya Main Road, Raghavendra Circle, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
8961892c503ffff,12,8,0.32,12:00–14:00,"Horamavu Main Road, Sycon Cressida, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c50bffff,10,11,0.615,10:00–12:00,"1st Main Road, Gandhi Circle, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)"
8961892c517ffff,12,6,0.324,12:00–14:00,"Horamavu Main Road, VV Pearl, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c527ffff,9,9,0.811,09:00–11:00,"MBT Road, Sri Bhaktha Kanakadasa Circle, Babusapalya, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c533ffff,1,2,1.0,01:00–03:00,"5th A Cross Road, CMR Colony, Babusapalya, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c537ffff,5,6,0.667,05:00–07:00,"5th A Cross Road, CMR Colony, Babusapalya, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c553ffff,10,11,0.692,10:00–12:00,"Horamavu Main Road, Jayanthi Nagar Circle, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)"
8961892c557ffff,10,11,0.706,10:00–12:00,"80 Feet Road, Swamy Vivekananda Heights, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)"
8961892c583ffff,10,11,1.0,10:00–12:00,"MBT Road, Vijaya Bank Colony, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c597ffff,11,12,0.417,11:00–13:00,"MBT Road, Keerthi Royal, Oble Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c5a7ffff,7,8,1.0,07:00–09:00,"100 Feet Road, J Muniswamy Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c5abffff,6,7,0.423,06:00–08:00,"100 Feet Road, Gopal Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)"
8961892c807ffff,11,12,0.787,11:00–13:00,"Kempapura Road, Yogesh Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c813ffff,13,14,1.0,13:00–15:00,"MBT Road, New Layout, RT Nagar Post, Bengaluru, Karnataka. Pin-560032 (India)"
8961892c827ffff,2,3,1.0,02:00–04:00,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c82fffff,8,8,0.634,08:00–10:00,"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c837ffff,6,7,0.538,06:00–08:00,"MBT Road, Amanikere, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c893ffff,2,3,1.0,02:00–04:00,"13th Cross Road, Kanaka Nagar, RT Nagar Post, Bengaluru, Karnataka. Pin-560032 (India)"
8961892c8a3ffff,4,5,1.0,04:00–06:00,"Visvanathan Nagenahalli Main Road, Gangamma Layout, Guddadahalli, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c8abffff,3,4,1.0,03:00–05:00,"MBT Road, Kariyanna Layout, Guddadahalli, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c8d3ffff,9,10,0.69,09:00–11:00,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
8961892c8d7ffff,9,9,0.596,09:00–11:00,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
8961892c923ffff,10,10,0.68,10:00–12:00,"3rd Main Road, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c927ffff,10,11,0.571,10:00–12:00,"1st Main Road, Judicial Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c92bffff,6,7,0.778,06:00–08:00,"6th Cross Road, Krishnamurthy Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c92fffff,10,10,1.0,10:00–12:00,"Dr Rajgopal Road, Judicial Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c933ffff,4,5,1.0,04:00–06:00,"1st Cross Road, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c937ffff,8,9,0.949,08:00–10:00,"Dr Rajgopal Road, Infantry Towers, Naidu Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c947ffff,6,7,0.506,06:00–08:00,"Outer Ring Road, Abdul Jabbar Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c953ffff,10,11,0.605,10:00–12:00,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
