h3_9,n_violations,n_days_active,mean_obstruct_w,mean_pcu,heavy_share,main_road_share,crossing_signal_share,footpath_share,junction_share,peak_share,am_peak_share,pm_peak_share,night_share,weekend_share,mean_expo,hour_entropy,modal_hour,approval_rate,scita_share,impact_sum,lat,lon,dom_station,dom_violation,active_days_ratio,vio_per_active_day,impact_per_violation,log_n
8961892e3bbffff,3,1,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,2.5242507776887836e-07,6,0.6666666666666666,1.0,0.8639999999999999,13.0004937,77.6747403,Banaswadi,WRONG PARKING,0.006622516556291391,3.0,0.288,1.3862943611198906
8961892e3d3ffff,1188,80,0.6196969696969696,0.8726430976430977,0.021043771043771045,0.09427609427609428,0.0,0.0,0.0,0.25757575757575757,0.25757575757575757,0.0,0.3265993265993266,0.281986531986532,0.571969696969697,3.619395091661673,10,0.6467661691542289,0.7996632996632996,392.61699999999996,13.005691039545782,77.68578480170845,K.R. Pura,WRONG PARKING,0.5298013245033113,14.85,0.3304856902356902,7.080867896690782
8961892e3d7ffff,65,19,0.6092307692307692,0.9707692307692308,0.0,0.046153846153846156,0.0,0.0,0.0,0.2153846153846154,0.2153846153846154,0.0,0.046153846153846156,0.23076923076923078,0.7430769230769231,2.2304610744773985,7,0.66,0.8769230769230769,28.587999999999997,13.004846383076924,77.68428441692308,K.R. Pura,WRONG PARKING,0.12582781456953643,3.4210526315789473,0.43981538461538455,4.189654742026425
8961892e403ffff,17,4,0.7176470588235294,1.2588235294117647,0.058823529411764705,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.3647058823529412,1.6087002055080915,4,0.6666666666666666,1.0,6.178,12.978959347058822,77.70960336470588,Mahadevapura,WRONG PARKING,0.026490066225165563,4.25,0.3634117647058823,2.8903717578961645
8961892e40bffff,32,7,0.6,1.215625,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.59375,0.25,0.403125,2.0322535535876542,4,0.8181818181818182,1.0,8.568999999999999,12.9810455875,77.70899179375,Mahadevapura,WRONG PARKING,0.046357615894039736,4.571428571428571,0.26778124999999997,3.4965075614664802
8961892e413ffff,120,15,0.6041666666666666,1.405,0.041666666666666664,0.016666666666666666,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.0,0.8333333333333334,0.025,0.18333333333333332,2.27062091900773,3,0.5795454545454546,0.8416666666666667,17.5,12.975271699166665,77.71074352416667,Mahadevapura,WRONG PARKING,0.09933774834437085,8.0,0.14583333333333334,4.795790545596741
8961892e417ffff,1,1,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.208210851958012e-07,7,0.0,1.0,0.35,12.9752891,77.7070476,Mahadevapura,PARKING IN A MAIN ROAD,0.006622516556291391,1.0,0.35,0.6931471805599453
8961892e41bffff,36,7,0.8222222222222223,0.8861111111111111,0.0,0.5555555555555556,0.0,0.027777777777777776,0.0,0.05555555555555555,0.05555555555555555,0.0,0.3611111111111111,0.0,0.48055555555555557,2.909256182665251,7,0.5714285714285714,1.0,12.474,12.978341516666667,77.71136569722222,Mahadevapura,PARKING IN A MAIN ROAD,0.046357615894039736,5.142857142857143,0.34650000000000003,3.6109179126442243
8961892e427ffff,50,15,0.6459999999999999,1.088,0.02,0.2,0.0,0.0,0.0,0.12,0.12,0.0,0.54,0.34,0.402,2.9366396930737335,5,0.8780487804878049,0.94,15.434999999999999,12.977232550497433,77.69673743492713,Mahadevapura,WRONG PARKING,0.09933774834437085,3.3333333333333335,0.3087,3.9318256327243257
8961892e42fffff,3,3,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.39999999999999997,1.58496272010149,2,1.0,1.0,0.6,12.978916533333333,77.69642036666666,Mahadevapura,NO PARKING,0.019867549668874173,1.0,0.19999999999999998,1.3862943611198906
8961892e437ffff,11,6,0.8181818181818182,1.518181818181818,0.18181818181818182,0.5454545454545454,0.18181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.45454545454545453,0.49090909090909096,2.118078265992294,7,0.6666666666666666,0.9090909090909091,4.7299999999999995,12.975055446630707,77.69771522608517,Mahadevapura,PARKING IN A MAIN ROAD,0.039735099337748346,1.8333333333333333,0.42999999999999994,2.4849066497880004
8961892e447ffff,35,13,0.72,1.0857142857142856,0.0,0.3142857142857143,0.02857142857142857,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0.4,0.14285714285714285,0.49428571428571433,2.8286473204695155,11,0.8,0.9428571428571428,14.249999999999998,12.984365965714286,77.70854826857143,Mahadevapura,WRONG PARKING,0.08609271523178808,2.6923076923076925,0.4071428571428571,3.58351893845611
8961892e44bffff,35,10,0.5800000000000001,0.9514285714285714,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.22857142857142856,0.37142857142857144,0.6657142857142857,2.3760939212916723,10,0.2727272727272727,0.8,13.206999999999999,12.989496465714286,77.71253794285714,Mahadevapura,WRONG PARKING,0.06622516556291391,3.5,0.3773428571428571,3.58351893845611
8961892e44fffff,44,13,0.6113636363636363,1.434090909090909,0.1590909090909091,0.06818181818181818,0.0,0.0,0.0,0.4772727272727273,0.38636363636363635,0.09090909090909091,0.1590909090909091,0.4090909090909091,0.7181818181818183,3.137727585847965,14,0.5294117647058824,0.7272727272727273,27.529999999999998,12.988011660050368,77.71003084469761,Mahadevapura,WRONG PARKING,0.08609271523178808,3.3846153846153846,0.6256818181818181,3.8066624897703196
8961892e453ffff,1,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.208210851958012e-07,7,0.0,1.0,0.42,12.9820867,77.7157317,Mahadevapura,WRONG PARKING,0.006622516556291391,1.0,0.42,0.6931471805599453
8961892e457ffff,1,1,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.208210851958012e-07,12,0.0,0.0,0.5399999999999999,12.9810025,77.7123049,Mahadevapura,WRONG PARKING,0.006622516556291391,1.0,0.5399999999999999,0.6931471805599453
8961892e473ffff,19,7,0.6,1.0578947368421054,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.5789473684210527,0.3684210526315789,0.3736842105263158,2.2942740989350545,5,1.0,0.8421052631578947,4.4079999999999995,12.98355122105263,77.7081598631579,Mahadevapura,WRONG PARKING,0.046357615894039736,2.7142857142857144,0.23199999999999998,2.995732273553991
8961892e47bffff,30,14,0.6966666666666667,1.1099999999999999,0.03333333333333333,0.3,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.16666666666666666,0.26666666666666666,0.7166666666666667,2.500863630638488,11,0.4444444444444444,0.6333333333333333,17.558,12.985817466666667,77.70820854,Mahadevapura,WRONG PARKING,0.09271523178807947,2.142857142857143,0.5852666666666667,3.4339872044851463
8961892e483ffff,487,77,0.6365503080082136,1.0638603696098563,0.008213552361396304,0.1704312114989733,0.006160164271047228,0.002053388090349076,0.0,0.11088295687885011,0.11088295687885011,0.0,0.6611909650924025,0.2546201232032854,0.32299794661190967,3.3477194561598367,3,0.6330275229357798,0.8973305954825462,96.451,12.971115990465284,77.71219162036172,HAL Old Airport,WRONG PARKING,0.5099337748344371,6.324675324675325,0.19805133470225872,6.1903154058531475
8961892e48fffff,247,37,0.671255060728745,1.1133603238866396,0.020242914979757085,0.2631578947368421,0.0,0.0,0.0,0.10931174089068826,0.10931174089068826,0.0,0.43724696356275305,0.15789473684210525,0.39757085020242916,3.433670887630708,6,0.6709677419354839,0.7813765182186235,58.779,12.97250579271255,77.71124534048583,Mahadevapura,WRONG PARKING,0.24503311258278146,6.675675675675675,0.23797165991902836,5.5134287461649825
8961892e493ffff,84,23,0.6,1.0047619047619047,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.0,0.5119047619047619,0.23809523809523808,0.41904761904761906,2.928534837804518,4,0.7272727272727273,0.9761904761904762,19.758,12.967438129761904,77.71503395952381,HAL Old Airport,WRONG PARKING,0.152317880794702,3.652173913043478,0.2352142857142857,4.442651256490317
8961892e49bffff,1,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.208210851958012e-07,7,0.0,1.0,0.42,12.9706196,77.716528,HAL Old Airport,WRONG PARKING,0.006622516556291391,1.0,0.42,0.6931471805599453
8961892e4a7ffff,118,38,0.7347457627118644,0.9889830508474576,0.06779661016949153,0.4406779661016949,0.0,0.00847457627118644,0.0,0.5254237288135594,0.5254237288135594,0.0,0.19491525423728814,0.2627118644067797,0.7347457627118644,3.2055912989778705,9,0.24489795918367346,0.8389830508474576,60.853,12.969020321186441,77.70090217118644,HAL Old Airport,PARKING IN A MAIN ROAD,0.25165562913907286,3.1052631578947367,0.5157033898305085,4.77912349311153
8961892e4abffff,1,1,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,7.208210851958012e-07,4,1.0,1.0,0.03,12.973591229083244,77.70322343265198,Mahadevapura,WRONG PARKING,0.006622516556291391,1.0,0.03,0.6931471805599453
8961892e4afffff,8,2,0.5375,0.5625,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.125,1.0,0.8875,0.5435645364031151,10,0.125,1.0,2.1799999999999997,12.972673114859385,77.70069900138624,Mahadevapura,NO PARKING,0.013245033112582781,4.0,0.27249999999999996,2.1972245773362196
8961892e4b7ffff,20,15,0.72,1.045,0.05,0.35,0.1,0.0,0.0,0.5,0.5,0.0,0.2,0.25,0.7,3.041446094274037,9,0.5555555555555556,0.9,10.651,12.96687914433223,77.70235096454903,HAL Old Airport,NO PARKING,0.09933774834437085,1.3333333333333333,0.53255,3.044522437723423
8961892e4c3ffff,1,1,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,7.208210851958012e-07,1,0.0,1.0,0.30000000000000004,12.977660273083089,77.71595479401992,Mahadevapura,PARKING IN A MAIN ROAD,0.006622516556291391,1.0,0.30000000000000004,0.6931471805599453
8961892e4c7ffff,53,4,0.8641509433962263,0.6415094339622641,0.03773584905660377,0.660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.1509433962264151,0.0,0.4075471698113208,1.3976438254529828,6,0.75,0.9622641509433962,10.64,12.977852256603773,77.71324649245284,Mahadevapura,PARKING IN A MAIN ROAD,0.026490066225165563,13.25,0.2007547169811321,3.9889840465642745
8961892e4cbffff,3,1,0.6,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999998,2.5242507776887836e-07,7,0.0,1.0,1.68,12.980767666666667,77.71868946666666,Mahadevapura,WRONG PARKING,0.006622516556291391,3.0,0.5599999999999999,1.3862943611198906
8961892e4d3ffff,2,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.7191054656212714e-07,10,0.0,1.0,1.0,12.9767471,77.7183967,Whitefield,NO PARKING,0.006622516556291391,2.0,0.5,1.0986122886681098
8961892e4dbffff,4,1,0.6,1.125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.9170527436668448e-07,8,0.0,1.0,2.6999999999999997,12.9806932,77.7202585,Mahadevapura,WRONG PARKING,0.006622516556291391,4.0,0.6749999999999999,1.6094379124341003
8961892e52bffff,1,1,0.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,7.208210851958012e-07,2,1.0,1.0,0.06,12.9741055,77.6784602,Banaswadi,NO PARKING,0.006622516556291391,1.0,0.06,0.6931471805599453
8961892e52fffff,2,2,0.55,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.000000344740523,5,1.0,1.0,0.6199999999999999,12.9730347,77.67664175,Banaswadi,NO PARKING,0.013245033112582781,1.0,0.30999999999999994,1.0986122886681098
8961892e54bffff,3,3,0.8333333333333334,1.0999999999999999,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.8666666666666667,1.5849627201014895,8,1.0,1.0,2.9499999999999997,12.981346036409809,77.69348082251679,Mahadevapura,DOUBLE PARKING,0.019867549668874173,1.0,0.9833333333333333,1.3862943611198906
8961892e55bffff,489,80,0.7437627811860941,1.1597137014314929,0.014314928425357873,0.44171779141104295,0.2740286298568507,0.07157464212678936,0.0,0.19631901840490798,0.19631901840490798,0.0,0.5848670756646217,0.20449897750511248,0.4132924335378323,3.4146843600993937,3,0.7533783783783784,0.7893660531697342,198.243,12.979214918177103,77.69507131855171,Mahadevapura,PARKING IN A MAIN ROAD,0.5298013245033113,6.1125,0.40540490797546014,6.194405391104672
8961892e56fffff,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.208210851958012e-07,6,1.0,1.0,0.2,12.9792733,77.6796118,Banaswadi,NO PARKING,0.006622516556291391,1.0,0.2,0.6931471805599453
8961892e5b7ffff,7,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.1219860885313479e-07,10,0.0,1.0,3.5,12.96079702857143,77.68173284285714,HAL Old Airport,NO PARKING,0.006622516556291391,7.0,0.5,2.0794415416798357
8961892e5cbffff,8,3,0.85,1.025,0.0,0.625,0.0,0.0,0.0,0.25,0.25,0.0,0.375,0.875,0.4625,1.9056391434146482,6,1.0,1.0,3.164,12.975141254035144,77.69753839892401,Mahadevapura,PARKING IN A MAIN ROAD,0.019867549668874173,2.6666666666666665,0.3955,2.1972245773362196
8961892e5dbffff,1,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,7.208210851958012e-07,4,1.0,1.0,0.06,12.97244749033169,77.69999060787046,HAL Old Airport,WRONG PARKING,0.006622516556291391,1.0,0.06,0.6931471805599453
8961892e60bffff,13,11,0.6230769230769231,0.8307692307692308,0.0,0.15384615384615385,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.3076923076923077,0.3076923076923077,0.5538461538461539,3.0850551397464723,5,0.5714285714285714,0.9230769230769231,4.35,13.004294661538463,77.7127889076923,K.R. Pura,WRONG PARKING,0.0728476821192053,1.1818181818181819,0.3346153846153846,2.6390573296152584
8961892e60fffff,8,6,0.65,0.775,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.375,0.5,0.5375,2.2500000763076136,5,0.6,0.875,2.206,13.004312625,77.71023815,K.R. Pura,WRONG PARKING,0.039735099337748346,1.3333333333333333,0.27575,2.1972245773362196
8961892e613ffff,1,1,0.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.208210851958012e-07,13,0.0,1.0,0.36,12.9991816,77.7156573,K.R. Pura,NO PARKING,0.006622516556291391,1.0,0.36,0.6931471805599453
8961892e627ffff,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.208210851958012e-07,9,0.0,1.0,0.5,12.998495,77.7017267,Mahadevapura,NO PARKING,0.006622516556291391,1.0,0.5,0.6931471805599453
8961892e62fffff,1,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,7.208210851958012e-07,5,0.0,1.0,0.12,13.0039696,77.7013272,K.R. Pura,WRONG PARKING,0.006622516556291391,1.0,0.12,0.6931471805599453
8961892e647ffff,2,1,0.6,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.000000344740523,3,1.0,1.0,0.102,13.0068307,77.71421785,K.R. Pura,WRONG PARKING,0.006622516556291391,2.0,0.051,1.0986122886681098
8961892e657ffff,11,10,0.6909090909090909,0.7727272727272727,0.0,0.36363636363636365,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.45454545454545453,0.36363636363636365,0.4454545454545455,2.9139771196856312,3,1.0,1.0,2.525,13.004544800000001,77.71710988181817,K.R. Pura,NO PARKING,0.06622516556291391,1.1,0.22954545454545452,2.4849066497880004
8961892e663ffff,2,1,0.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.7191054656212714e-07,12,0.5,1.0,0.75,13.0071205,77.70950575,K.R. Pura,NO PARKING,0.006622516556291391,2.0,0.375,1.0986122886681098
8961892e66fffff,1,1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,7.208210851958012e-07,2,0.0,1.0,0.05,13.0102517,77.7064717,K.R. Pura,NO PARKING,0.006622516556291391,1.0,0.05,0.6931471805599453
8961892e673ffff,22,13,0.6227272727272727,0.7545454545454546,0.0,0.09090909090909091,0.0,0.0,0.0,0.4090909090909091,0.4090909090909091,0.0,0.18181818181818182,0.5,0.7136363636363636,2.642423987506529,7,0.9,0.9545454545454546,7.229,13.004515395454545,77.71093299545454,K.R. Pura,WRONG PARKING,0.08609271523178808,1.6923076923076923,0.3285909090909091,3.1354942159291497
8961892e677ffff,11,8,0.5545454545454546,0.8272727272727273,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.6363636363636364,0.4272727272727273,2.4040098078511334,6,0.5,0.8181818181818182,1.962,13.004407054545455,77.70924643636364,K.R. Pura,WRONG PARKING,0.052980132450331126,1.375,0.17836363636363636,2.4849066497880004
8961892e683ffff,77,33,0.648051948051948,0.974025974025974,0.05194805194805195,0.18181818181818182,0.0,0.0,0.0,0.03896103896103896,0.03896103896103896,0.0,0.45454545454545453,0.4675324675324675,0.42857142857142855,2.991227988736793,4,0.627906976744186,0.7792207792207793,17.653,12.993071576623375,77.71708385324675,Mahadevapura,WRONG PARKING,0.2185430463576159,2.3333333333333335,0.22925974025974025,4.356708826689592
8961892e687ffff,24,14,0.6083333333333333,1.4749999999999999,0.20833333333333334,0.041666666666666664,0.0,0.0,0.0,0.375,0.375,0.0,0.3333333333333333,0.375,0.5916666666666667,2.7568665654668223,5,0.6,0.5833333333333334,12.963999999999999,12.991974436563405,77.71454067616312,Mahadevapura,WRONG PARKING,0.09271523178807947,1.7142857142857142,0.5401666666666666,3.2188758248682006
8961892e68bffff,13,11,0.7384615384615384,1.0230769230769232,0.0,0.38461538461538464,0.07692307692307693,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.6153846153846154,0.3076923076923077,0.3692307692307692,2.345852034823571,4,0.4,1.0,2.784,12.995622061538462,77.71775066153846,Mahadevapura,PARKING IN A MAIN ROAD,0.0728476821192053,1.1818181818181819,0.21415384615384614,2.6390573296152584
8961892e693ffff,14,7,0.5714285714285714,1.0142857142857142,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.5714285714285714,0.6214285714285713,2.378783535800931,6,0.5555555555555556,0.7857142857142857,5.018,12.991914692857142,77.72002754285714,Mahadevapura,WRONG PARKING,0.046357615894039736,2.0,0.35842857142857143,2.70805020110221
8961892e697ffff,1,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.208210851958012e-07,10,1.0,1.0,0.25,12.9906096,77.7177284,Mahadevapura,NO PARKING,0.006622516556291391,1.0,0.25,0.6931471805599453
8961892e6a3ffff,4,3,0.575,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.625,0.8112783035654857,7,0.5,0.5,1.514,12.9924581,77.7093648,Mahadevapura,WRONG PARKING,0.019867549668874173,1.3333333333333333,0.3785,1.6094379124341003
8961892e6a7ffff,15,7,0.56,1.0133333333333332,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.6,0.5466666666666666,2.0131325074719912,7,0.8571428571428571,0.5333333333333333,4.833,12.992892193333335,77.70603302666667,Mahadevapura,WRONG PARKING,0.046357615894039736,2.142857142857143,0.3222,2.772588722239781
8961892e6b3ffff,3,3,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6,1.5849627201014895,4,0.5,0.6666666666666666,1.08,12.990739566666667,77.71176603333333,Mahadevapura,WRONG PARKING,0.019867549668874173,1.0,0.36000000000000004,1.3862943611198906
8961892e6b7ffff,5,2,0.6,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.7219282400635726,2,0.6,1.0,0.34199999999999997,12.98960978,77.70663918,Mahadevapura,WRONG PARKING,0.013245033112582781,2.5,0.06839999999999999,1.791759469228055
8961892e6c7ffff,1,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,7.208210851958012e-07,12,0.0,1.0,0.15,12.9986248,77.7175505,K.R. Pura,NO PARKING,0.006622516556291391,1.0,0.15,0.6931471805599453
8961892e6cbffff,144,33,1.0,0.5770833333333333,0.006944444444444444,1.0,0.0,0.0,0.0,0.006944444444444444,0.006944444444444444,0.0,0.8055555555555556,0.3333333333333333,0.2041666666666667,2.3388311207999,4,0.6808510638297872,0.8888888888888888,17.990000000000002,13.003460990972222,77.72348083125,K.R. Pura,PARKING IN A MAIN ROAD,0.2185430463576159,4.363636363636363,0.12493055555555557,4.976733742420574
8961892e80fffff,2,1,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,3.7191054656212714e-07,1,0.5,1.0,0.144,12.994262284689684,77.62914615872035,Pulikeshinagar(F.Town),WRONG PARKING,0.006622516556291391,2.0,0.072,1.0986122886681098
8961892e82fffff,5,2,0.5,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.8,0.8,0.27999999999999997,0.7219282400635726,4,0.0,1.0,1.185,12.99635032,77.62129048,Pulikeshinagar(F.Town),NO PARKING,0.013245033112582781,2.5,0.23700000000000002,1.791759469228055
8961892e83bffff,1,1,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,7.208210851958012e-07,4,0.0,1.0,0.06,12.9943494,77.6268768,Pulikeshinagar(F.Town),WRONG PARKING,0.006622516556291391,1.0,0.06,0.6931471805599453
8961892e84bffff,2,2,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.30000000000000004,1.000000344740523,5,1.0,1.0,0.18,13.005518649999999,77.6383893,Banaswadi,WRONG PARKING,0.013245033112582781,1.0,0.09,1.0986122886681098
8961892e84fffff,25,14,0.552,0.852,0.0,0.08,0.0,0.0,0.0,0.48,0.48,0.0,0.28,0.2,0.66,2.8324877081080984,10,0.7,1.0,7.744,13.002552264,77.634439644,Banaswadi,NO PARKING,0.09271523178807947,1.7857142857142858,0.30976,3.258096538021482
8961892e863ffff,6,3,0.5833333333333334,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.7166666666666667,1.25162928207799,9,0.3333333333333333,1.0,2.65,13.001065849999998,77.62761148333333,Pulikeshinagar(F.Town),NO PARKING,0.019867549668874173,2.0,0.44166666666666665,1.9459101490553132
8961892e867ffff,174,27,0.5074712643678161,1.0833333333333333,0.011494252873563218,0.011494252873563218,0.0,0.005747126436781609,0.0,0.1896551724137931,0.1896551724137931,0.0,0.6149425287356322,0.16666666666666666,0.40632183908045977,2.5374333802044258,3,0.3064516129032258,0.9540229885057471,40.825,12.99939583448276,77.62493834367815,Pulikeshinagar(F.Town),NO PARKING,0.17880794701986755,6.444444444444445,0.23462643678160922,5.1647859739235145
8961892e877ffff,7,3,0.5714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.5,1.378783591975707,11,0.6,1.0,1.04,12.998220671428571,77.62830101428573,Pulikeshinagar(F.Town),WRONG PARKING,0.019867549668874173,2.3333333333333335,0.14857142857142858,2.0794415416798357
8961892e87bffff,47,11,0.5127659574468085,0.6425531914893617,0.0,0.02127659574468085,0.0,0.0,0.0,0.574468085106383,0.574468085106383,0.0,0.1276595744680851,0.02127659574468085,0.774468085106383,2.662814331566503,10,0.631578947368421,0.9148936170212766,11.495,13.001898736827771,77.63227153624838,Banaswadi,NO PARKING,0.0728476821192053,4.2727272727272725,0.24457446808510636,3.871201010907891
8961892e893ffff,51,11,0.719607843137255,0.8411764705882353,0.0,0.29411764705882354,0.0,0.4117647058823529,0.0,0.0196078431372549,0.0196078431372549,0.0,0.7843137254901961,0.35294117647058826,0.21764705882352942,2.3769239166361382,3,0.6666666666666666,0.8627450980392157,8.399,12.983624063791526,77.64030087405685,Jeevanbheemanagar,WRONG PARKING,0.0728476821192053,4.636363636363637,0.16468627450980391,3.9512437185814275
8961892e897ffff,8,3,0.7625,1.3125,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.375,0.38749999999999996,1.9056391434146482,7,0.8333333333333334,1.0,1.8450000000000002,12.982169837499999,77.6377667875,Jeevanbheemanagar,PARKING IN A MAIN ROAD,0.019867549668874173,2.6666666666666665,0.23062500000000002,2.1972245773362196
8961892e8b7ffff,23,8,0.8086956521739131,0.9043478260869565,0.0,0.5217391304347826,0.30434782608695654,0.30434782608695654,0.0,0.7391304347826086,0.7391304347826086,0.0,0.21739130434782608,0.6956521739130435,0.782608695652174,2.1981731354367637,9,0.8571428571428571,1.0,14.07,12.981390139130434,77.62847334782609,Halasur,PARKING IN A MAIN ROAD,0.052980132450331126,2.875,0.6117391304347827,3.1780538303479458
8961892e903ffff,12,6,0.5666666666666667,0.7416666666666667,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666,0.7416666666666667,1.8962406778319814,11,0.5,0.8333333333333334,3.622,12.984747241666668,77.6120659,Pulikeshinagar(F.Town),WRONG PARKING,0.039735099337748346,2.0,0.30183333333333334,2.5649493574615367
8961892e907ffff,524,37,0.5992366412213741,0.5278625954198474,0.0,0.0,0.0,0.007633587786259542,0.20610687022900764,0.6393129770992366,0.6393129770992366,0.0,0.02862595419847328,0.33587786259541985,0.8679389312977099,2.568508192223741,9,0.6071428571428571,0.9179389312977099,143.676,12.983821890458016,77.60846949064886,Shivajinagar,WRONG PARKING,0.24503311258278146,14.162162162162161,0.27419083969465646,6.263398262591624
8961892e90bffff,103,15,0.5009708737864078,1.0786407766990291,0.0,0.0,0.0,0.0,0.0,0.13592233009708737,0.13592233009708737,0.0,0.49514563106796117,0.0,0.47961165048543686,2.6624195182449366,11,0.2804878048780488,0.9805825242718447,26.48,12.99019314854369,77.61225721067962,Pulikeshinagar(F.Town),NO PARKING,0.09933774834437085,6.866666666666666,0.2570873786407767,4.6443908991413725
8961892e90fffff,95,18,0.5642105263157895,0.6873684210526315,0.010526315789473684,0.10526315789473684,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.0,0.4631578947368421,0.47368421052631576,0.37684210526315787,2.533541416263699,12,0.6129032258064516,0.9052631578947369,14.639,12.98832412736842,77.60891068105263,Pulikeshinagar(F.Town),NO PARKING,0.11920529801324503,5.277777777777778,0.15409473684210526,4.564348191467836
